f_pid,f_iid,m_pid,m_iid,c_pid,c_iid
859,35,143,23,615,61
859,35,143,23,615,62
859,35,143,23,615,64
859,35,143,23,615,65
859,35,143,23,615,67
859,35,143,23,615,68
859,35,143,23,615,69
859,35,143,23,615,70
859,35,143,23,615,71
859,35,143,23,615,72
859,35,143,24,615,61
859,35,143,24,615,62
859,35,143,24,615,64
859,35,143,24,615,65
859,35,143,24,615,67
859,35,143,24,615,68
859,35,143,24,615,69
859,35,143,24,615,70
859,35,143,24,615,71
859,35,143,24,615,72
859,35,143,26,615,61
859,35,143,26,615,62
859,35,143,26,615,64
859,35,143,26,615,65
859,35,143,26,615,67
859,35,143,26,615,68
859,35,143,26,615,69
859,35,143,26,615,70
859,35,143,26,615,71
859,35,143,26,615,72
859,35,143,27,615,61
859,35,143,27,615,62
859,35,143,27,615,64
859,35,143,27,615,65
859,35,143,27,615,67
859,35,143,27,615,68
859,35,143,27,615,69
859,35,143,27,615,70
859,35,143,27,615,71
859,35,143,27,615,72
859,35,143,28,615,61
859,35,143,28,615,62
859,35,143,28,615,64
859,35,143,28,615,65
859,35,143,28,615,67
859,35,143,28,615,68
859,35,143,28,615,69
859,35,143,28,615,70
859,35,143,28,615,71
859,35,143,28,615,72
859,35,143,29,615,61
859,35,143,29,615,62
859,35,143,29,615,64
859,35,143,29,615,65
859,35,143,29,615,67
859,35,143,29,615,68
859,35,143,29,615,69
859,35,143,29,615,70
859,35,143,29,615,71
859,35,143,29,615,72
859,35,143,30,615,61
859,35,143,30,615,62
859,35,143,30,615,64
859,35,143,30,615,65
859,35,143,30,615,67
859,35,143,30,615,68
859,35,143,30,615,69
859,35,143,30,615,70
859,35,143,30,615,71
859,35,143,30,615,72
859,35,143,31,615,61
859,35,143,31,615,62
859,35,143,31,615,64
859,35,143,31,615,65
859,35,143,31,615,67
859,35,143,31,615,68
859,35,143,31,615,69
859,35,143,31,615,70
859,35,143,31,615,71
859,35,143,31,615,72
859,35,143,32,615,61
859,35,143,32,615,62
859,35,143,32,615,64
859,35,143,32,615,65
859,35,143,32,615,67
859,35,143,32,615,68
859,35,143,32,615,69
859,35,143,32,615,70
859,35,143,32,615,71
859,35,143,32,615,72
859,35,143,33,615,61
859,35,143,33,615,62
859,35,143,33,615,64
859,35,143,33,615,65
859,35,143,33,615,67
859,35,143,33,615,68
859,35,143,33,615,69
859,35,143,33,615,70
859,35,143,33,615,71
859,35,143,33,615,72
859,36,143,23,615,61
859,36,143,23,615,62
859,36,143,23,615,64
859,36,143,23,615,65
859,36,143,23,615,67
859,36,143,23,615,68
859,36,143,23,615,69
859,36,143,23,615,70
859,36,143,23,615,71
859,36,143,23,615,72
859,36,143,24,615,61
859,36,143,24,615,62
859,36,143,24,615,64
859,36,143,24,615,65
859,36,143,24,615,67
859,36,143,24,615,68
859,36,143,24,615,69
859,36,143,24,615,70
859,36,143,24,615,71
859,36,143,24,615,72
859,36,143,26,615,61
859,36,143,26,615,62
859,36,143,26,615,64
859,36,143,26,615,65
859,36,143,26,615,67
859,36,143,26,615,68
859,36,143,26,615,69
859,36,143,26,615,70
859,36,143,26,615,71
859,36,143,26,615,72
859,36,143,27,615,61
859,36,143,27,615,62
859,36,143,27,615,64
859,36,143,27,615,65
859,36,143,27,615,67
859,36,143,27,615,68
859,36,143,27,615,69
859,36,143,27,615,70
859,36,143,27,615,71
859,36,143,27,615,72
859,36,143,28,615,61
859,36,143,28,615,62
859,36,143,28,615,64
859,36,143,28,615,65
859,36,143,28,615,67
859,36,143,28,615,68
859,36,143,28,615,69
859,36,143,28,615,70
859,36,143,28,615,71
859,36,143,28,615,72
859,36,143,29,615,61
859,36,143,29,615,62
859,36,143,29,615,64
859,36,143,29,615,65
859,36,143,29,615,67
859,36,143,29,615,68
859,36,143,29,615,69
859,36,143,29,615,70
859,36,143,29,615,71
859,36,143,29,615,72
859,36,143,30,615,61
859,36,143,30,615,62
859,36,143,30,615,64
859,36,143,30,615,65
859,36,143,30,615,67
859,36,143,30,615,68
859,36,143,30,615,69
859,36,143,30,615,70
859,36,143,30,615,71
859,36,143,30,615,72
859,36,143,31,615,61
859,36,143,31,615,62
859,36,143,31,615,64
859,36,143,31,615,65
859,36,143,31,615,67
859,36,143,31,615,68
859,36,143,31,615,69
859,36,143,31,615,70
859,36,143,31,615,71
859,36,143,31,615,72
859,36,143,32,615,61
859,36,143,32,615,62
859,36,143,32,615,64
859,36,143,32,615,65
859,36,143,32,615,67
859,36,143,32,615,68
859,36,143,32,615,69
859,36,143,32,615,70
859,36,143,32,615,71
859,36,143,32,615,72
859,36,143,33,615,61
859,36,143,33,615,62
859,36,143,33,615,64
859,36,143,33,615,65
859,36,143,33,615,67
859,36,143,33,615,68
859,36,143,33,615,69
859,36,143,33,615,70
859,36,143,33,615,71
859,36,143,33,615,72
859,37,143,23,615,61
859,37,143,23,615,62
859,37,143,23,615,64
859,37,143,23,615,65
859,37,143,23,615,67
859,37,143,23,615,68
859,37,143,23,615,69
859,37,143,23,615,70
859,37,143,23,615,71
859,37,143,23,615,72
859,37,143,24,615,61
859,37,143,24,615,62
859,37,143,24,615,64
859,37,143,24,615,65
859,37,143,24,615,67
859,37,143,24,615,68
859,37,143,24,615,69
859,37,143,24,615,70
859,37,143,24,615,71
859,37,143,24,615,72
859,37,143,26,615,61
859,37,143,26,615,62
859,37,143,26,615,64
859,37,143,26,615,65
859,37,143,26,615,67
859,37,143,26,615,68
859,37,143,26,615,69
859,37,143,26,615,70
859,37,143,26,615,71
859,37,143,26,615,72
859,37,143,27,615,61
859,37,143,27,615,62
859,37,143,27,615,64
859,37,143,27,615,65
859,37,143,27,615,67
859,37,143,27,615,68
859,37,143,27,615,69
859,37,143,27,615,70
859,37,143,27,615,71
859,37,143,27,615,72
859,37,143,28,615,61
859,37,143,28,615,62
859,37,143,28,615,64
859,37,143,28,615,65
859,37,143,28,615,67
859,37,143,28,615,68
859,37,143,28,615,69
859,37,143,28,615,70
859,37,143,28,615,71
859,37,143,28,615,72
859,37,143,29,615,61
859,37,143,29,615,62
859,37,143,29,615,64
859,37,143,29,615,65
859,37,143,29,615,67
859,37,143,29,615,68
859,37,143,29,615,69
859,37,143,29,615,70
859,37,143,29,615,71
859,37,143,29,615,72
859,37,143,30,615,61
859,37,143,30,615,62
859,37,143,30,615,64
859,37,143,30,615,65
859,37,143,30,615,67
859,37,143,30,615,68
859,37,143,30,615,69
859,37,143,30,615,70
859,37,143,30,615,71
859,37,143,30,615,72
859,37,143,31,615,61
859,37,143,31,615,62
859,37,143,31,615,64
859,37,143,31,615,65
859,37,143,31,615,67
859,37,143,31,615,68
859,37,143,31,615,69
859,37,143,31,615,70
859,37,143,31,615,71
859,37,143,31,615,72
859,37,143,32,615,61
859,37,143,32,615,62
859,37,143,32,615,64
859,37,143,32,615,65
859,37,143,32,615,67
859,37,143,32,615,68
859,37,143,32,615,69
859,37,143,32,615,70
859,37,143,32,615,71
859,37,143,32,615,72
859,37,143,33,615,61
859,37,143,33,615,62
859,37,143,33,615,64
859,37,143,33,615,65
859,37,143,33,615,67
859,37,143,33,615,68
859,37,143,33,615,69
859,37,143,33,615,70
859,37,143,33,615,71
859,37,143,33,615,72
859,40,143,23,615,61
859,40,143,23,615,62
859,40,143,23,615,64
859,40,143,23,615,65
859,40,143,23,615,67
859,40,143,23,615,68
859,40,143,23,615,69
859,40,143,23,615,70
859,40,143,23,615,71
859,40,143,23,615,72
859,40,143,24,615,61
859,40,143,24,615,62
859,40,143,24,615,64
859,40,143,24,615,65
859,40,143,24,615,67
859,40,143,24,615,68
859,40,143,24,615,69
859,40,143,24,615,70
859,40,143,24,615,71
859,40,143,24,615,72
859,40,143,26,615,61
859,40,143,26,615,62
859,40,143,26,615,64
859,40,143,26,615,65
859,40,143,26,615,67
859,40,143,26,615,68
859,40,143,26,615,69
859,40,143,26,615,70
859,40,143,26,615,71
859,40,143,26,615,72
859,40,143,27,615,61
859,40,143,27,615,62
859,40,143,27,615,64
859,40,143,27,615,65
859,40,143,27,615,67
859,40,143,27,615,68
859,40,143,27,615,69
859,40,143,27,615,70
859,40,143,27,615,71
859,40,143,27,615,72
859,40,143,28,615,61
859,40,143,28,615,62
859,40,143,28,615,64
859,40,143,28,615,65
859,40,143,28,615,67
859,40,143,28,615,68
859,40,143,28,615,69
859,40,143,28,615,70
859,40,143,28,615,71
859,40,143,28,615,72
859,40,143,29,615,61
859,40,143,29,615,62
859,40,143,29,615,64
859,40,143,29,615,65
859,40,143,29,615,67
859,40,143,29,615,68
859,40,143,29,615,69
859,40,143,29,615,70
859,40,143,29,615,71
859,40,143,29,615,72
859,40,143,30,615,61
859,40,143,30,615,62
859,40,143,30,615,64
859,40,143,30,615,65
859,40,143,30,615,67
859,40,143,30,615,68
859,40,143,30,615,69
859,40,143,30,615,70
859,40,143,30,615,71
859,40,143,30,615,72
859,40,143,31,615,61
859,40,143,31,615,62
859,40,143,31,615,64
859,40,143,31,615,65
859,40,143,31,615,67
859,40,143,31,615,68
859,40,143,31,615,69
859,40,143,31,615,70
859,40,143,31,615,71
859,40,143,31,615,72
859,40,143,32,615,61
859,40,143,32,615,62
859,40,143,32,615,64
859,40,143,32,615,65
859,40,143,32,615,67
859,40,143,32,615,68
859,40,143,32,615,69
859,40,143,32,615,70
859,40,143,32,615,71
859,40,143,32,615,72
859,40,143,33,615,61
859,40,143,33,615,62
859,40,143,33,615,64
859,40,143,33,615,65
859,40,143,33,615,67
859,40,143,33,615,68
859,40,143,33,615,69
859,40,143,33,615,70
859,40,143,33,615,71
859,40,143,33,615,72
859,41,143,23,615,61
859,41,143,23,615,62
859,41,143,23,615,64
859,41,143,23,615,65
859,41,143,23,615,67
859,41,143,23,615,68
859,41,143,23,615,69
859,41,143,23,615,70
859,41,143,23,615,71
859,41,143,23,615,72
859,41,143,24,615,61
859,41,143,24,615,62
859,41,143,24,615,64
859,41,143,24,615,65
859,41,143,24,615,67
859,41,143,24,615,68
859,41,143,24,615,69
859,41,143,24,615,70
859,41,143,24,615,71
859,41,143,24,615,72
859,41,143,26,615,61
859,41,143,26,615,62
859,41,143,26,615,64
859,41,143,26,615,65
859,41,143,26,615,67
859,41,143,26,615,68
859,41,143,26,615,69
859,41,143,26,615,70
859,41,143,26,615,71
859,41,143,26,615,72
859,41,143,27,615,61
859,41,143,27,615,62
859,41,143,27,615,64
859,41,143,27,615,65
859,41,143,27,615,67
859,41,143,27,615,68
859,41,143,27,615,69
859,41,143,27,615,70
859,41,143,27,615,71
859,41,143,27,615,72
859,41,143,28,615,61
859,41,143,28,615,62
859,41,143,28,615,64
859,41,143,28,615,65
859,41,143,28,615,67
859,41,143,28,615,68
859,41,143,28,615,69
859,41,143,28,615,70
859,41,143,28,615,71
859,41,143,28,615,72
859,41,143,29,615,61
859,41,143,29,615,62
859,41,143,29,615,64
859,41,143,29,615,65
859,41,143,29,615,67
859,41,143,29,615,68
859,41,143,29,615,69
859,41,143,29,615,70
859,41,143,29,615,71
859,41,143,29,615,72
859,41,143,30,615,61
859,41,143,30,615,62
859,41,143,30,615,64
859,41,143,30,615,65
859,41,143,30,615,67
859,41,143,30,615,68
859,41,143,30,615,69
859,41,143,30,615,70
859,41,143,30,615,71
859,41,143,30,615,72
859,41,143,31,615,61
859,41,143,31,615,62
859,41,143,31,615,64
859,41,143,31,615,65
859,41,143,31,615,67
859,41,143,31,615,68
859,41,143,31,615,69
859,41,143,31,615,70
859,41,143,31,615,71
859,41,143,31,615,72
859,41,143,32,615,61
859,41,143,32,615,62
859,41,143,32,615,64
859,41,143,32,615,65
859,41,143,32,615,67
859,41,143,32,615,68
859,41,143,32,615,69
859,41,143,32,615,70
859,41,143,32,615,71
859,41,143,32,615,72
859,41,143,33,615,61
859,41,143,33,615,62
859,41,143,33,615,64
859,41,143,33,615,65
859,41,143,33,615,67
859,41,143,33,615,68
859,41,143,33,615,69
859,41,143,33,615,70
859,41,143,33,615,71
859,41,143,33,615,72
859,45,143,23,615,61
859,45,143,23,615,62
859,45,143,23,615,64
859,45,143,23,615,65
859,45,143,23,615,67
859,45,143,23,615,68
859,45,143,23,615,69
859,45,143,23,615,70
859,45,143,23,615,71
859,45,143,23,615,72
859,45,143,24,615,61
859,45,143,24,615,62
